Identifier,DataFile,Points,High point X,High point Y,High point elevation
563,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000563.lda,8410,413122.758,5280826.117,225.031006
564,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000564.lda,17505,413150.22,5280868.711,218.451004
565,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000565.lda,25795,413125.283,5280875.509,235.203995
566,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000566.lda,933,412926.042,5280882.511,258.278015
567,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000567.lda,9041,413158.518,5280887.14,220.574997
568,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000568.lda,9506,412930.179,5280889.918,258.815002
569,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000569.lda,55715,413083.519,5280893.177,265.222992
570,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000570.lda,39868,413116.235,5280895.428,248.584
571,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000571.lda,37803,413036.751,5280908.861,284.786987
572,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000572.lda,23435,413075.775,5280917.603,268.325012
573,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000573.lda,43935,413084.707,5280933.561,268.166992
574,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000574.lda,60890,413023.331,5280933.543,295.259003
575,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000575.lda,13222,412935.088,5280935.865,279.179993
576,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000576.lda,5761,413163.299,5280942.123,229.977005
577,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000577.lda,37782,412954.873,5280957.055,296.888
578,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000578.lda,39353,413121.156,5280958.011,259.660004
579,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000579.lda,27586,413118.949,5280969.44,256.600006
580,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000580.lda,51680,413093.063,5280983.447,278.993011
581,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000581.lda,45896,412937.514,5280986.545,304.81601
582,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000582.lda,74626,412970.404,5280988.656,320.776001
583,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000583.lda,92884,412974.5,5280992.236,324.02301
584,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000584.lda,42117,412958.779,5280999.974,322.841003
585,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000585.lda,46894,412955.242,5281004.795,324.855011
586,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000586.lda,60178,412961.707,5281004.874,327.787994
587,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000587.lda,9303,413076.694,5281022.781,283.690002
588,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000588.lda,73650,413001.778,5281033.366,331.944
589,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000589.lda,11913,413045.97,5281037.144,301.641998
590,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000590.lda,24794,413005.799,5281059.047,322.332001
591,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000591.lda,9483,413008.539,5281085.377,325.924988
592,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000592.lda,15482,413039.032,5281087.829,320.001007
594,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000594.lda,7,413049.202,5281103.563,310.286011
595,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000595.lda,17408,413018.588,5280779.905,236.817001
596,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000596.lda,53851,413031.361,5280803.121,248.384995
597,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000597.lda,18114,413119.023,5280832.125,230.261002
598,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000598.lda,25503,413121.181,5280854.516,237.623993
599,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000599.lda,20002,412953.023,5280867.469,257.153015
600,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000600.lda,9429,413163.055,5280872.342,215.524994
601,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000601.lda,62528,413069.699,5280872.865,270.608002
602,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000602.lda,42559,413065.853,5280896.68,272.792999
603,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000603.lda,13325,412944.876,5280896.844,260.746002
604,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000604.lda,61766,413111.396,5280903.732,254.255005
605,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000605.lda,74991,413105.719,5280908.999,257.678009
606,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000606.lda,68835,413029.394,5280930.166,291.679993
607,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000607.lda,57926,413052.266,5280930.125,284.118011
608,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000608.lda,2229,413187.539,5280933.334,217.503998
609,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000609.lda,48156,413081.037,5280933.723,267.459015
610,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000610.lda,24840,412922.723,5280939.032,288.113007
611,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000611.lda,26929,412954.608,5280947.461,292.040985
612,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000612.lda,42006,413052.994,5280966.691,287.018005
613,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000613.lda,45977,413000.78,5280975.471,314.618988
614,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000614.lda,52306,413067.183,5280975.533,292.302002
615,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000615.lda,62449,413050.591,5280984.383,298.656006
616,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000616.lda,46820,413025.914,5280996.179,311.371002
617,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000617.lda,68825,412987.398,5281005.862,329.575989
618,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000618.lda,10341,413115.755,5281010.953,258.257996
619,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000619.lda,34209,413076.31,5281011.76,287.674988
620,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000620.lda,69937,413017.916,5281036.581,320.450012
621,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000621.lda,24061,413042.273,5281050.223,294.55899
622,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000622.lda,16046,413053.43,5281057.244,292.589996
623,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000623.lda,20376,413077.207,5281066.807,295.652008
624,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000624.lda,10178,412967.195,5280807.34,240.143005
625,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000625.lda,90131,413054.773,5280820.053,254.457001
626,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000626.lda,17166,413116.742,5280835.961,233.843994
627,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000627.lda,86482,412998.75,5280837.421,265.216003
628,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000628.lda,15928,413130.77,5280839.776,227.677002
629,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000629.lda,21244,413121.397,5280840.172,233.427002
630,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000630.lda,42542,413078.879,5280841.305,255.923996
631,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000631.lda,25934,413118.08,5280853.401,239.789001
632,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000632.lda,9297,412941.637,5280859.51,246.307999
633,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000633.lda,9593,412948.466,5280863.348,252.184998
634,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000634.lda,55913,413086.783,5280870.512,262.954987
635,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000635.lda,12117,413154.515,5280886.352,222.272003
636,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000636.lda,52949,413065.796,5280890.239,271.574005
637,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000637.lda,14565,413182.282,5280890.397,209.367996
638,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000638.lda,51146,413068.576,5280894.39,272.114014
639,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000639.lda,8886,413178.078,5280921.592,220.503006
640,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000640.lda,9266,413170.794,5280921.018,222.862
641,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000641.lda,57477,413095.978,5280924.175,264.390015
642,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000642.lda,55160,413056.34,5280924.426,281.373993
643,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000643.lda,29369,413076.276,5280926.466,267.255005
644,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000644.lda,28130,413130.15,5280930.237,251.485001
645,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000645.lda,22299,412934.212,5280931.715,276.061005
646,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000646.lda,11142,413155.192,5280936.832,236.865005
647,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000647.lda,5113,413175.75,5280941.445,219.906006
648,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000648.lda,35499,412933.824,5280945.763,285.31601
649,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000649.lda,34514,413126.042,5280948.39,258.178009
650,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000650.lda,790,413174.418,5280951.79,220.966003
651,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000651.lda,41671,413066.653,5280964.152,285.296997
652,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000652.lda,54068,413032.655,5280974.91,301.263
653,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000653.lda,47164,413012.198,5280987.326,314.531006
654,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000654.lda,125129,412980.604,5281001.296,329.151001
655,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000655.lda,48865,412994.877,5281003.353,324.852997
656,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000656.lda,53075,412976.513,5281005.689,331.764008
657,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000657.lda,15078,413072.088,5281020.924,287.933014
658,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000658.lda,24323,413080.003,5281019.007,284.21701
659,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000659.lda,64245,413006.294,5281029.657,328.226013
660,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000660.lda,63523,412993.753,5281049.869,332.643005
661,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000661.lda,23963,413018.002,5281057.892,314.787994
662,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000662.lda,30267,412997.453,5281069.974,326.378998
663,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000663.lda,9957,413052.546,5281080.025,308.233002
664,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000664.lda,38610,413032.21,5280778.235,232.835007
665,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000665.lda,55161,413000.613,5280794.668,246.662994
666,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000666.lda,55470,413031.69,5280811.036,252.485992
667,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000667.lda,29864,413112.702,5280844.786,238.598999
668,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000668.lda,30624,413112.728,5280856.391,244.320999
669,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000669.lda,30545,413131.075,5280866.689,232.641998
670,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000670.lda,27362,413136.712,5280866.699,228.130005
671,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000671.lda,53633,413074.055,5280869.519,268.378998
672,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000672.lda,25697,413101.578,5280872.51,253.380005
673,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000673.lda,130355,413021.534,5280873,280.826996
674,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000674.lda,27071,412955.042,5280878.62,263.606995
675,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000675.lda,61330,413070.749,5280879.315,271.062988
676,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000676.lda,47030,413063.308,5280882.169,271.360992
677,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000677.lda,33384,413116.932,5280891.714,244.287994
678,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000678.lda,35939,413057.836,5280953.53,280.464996
680,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000680.lda,73140,413101.824,5280962.939,270.596008
681,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000681.lda,72629,413031.585,5280965.461,301.348999
682,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000682.lda,21173,413114.936,5280967.269,260.174988
683,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000683.lda,46047,412998.761,5280967.558,312.86499
684,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000684.lda,20311,413082.93,5280970.829,283.178009
685,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000685.lda,45919,413063.81,5280974.932,291.980011
686,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000686.lda,50640,412964.635,5280982.018,313.382996
687,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000687.lda,49395,413013.813,5280981.916,312.464996
688,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000688.lda,78049,413066.602,5280984.93,294.807007
689,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000689.lda,42138,413072.031,5280984.887,291.26001
690,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000690.lda,37790,413047.56,5281009.01,306.403015
691,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000691.lda,56713,413023.144,5281013.581,318.598999
692,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000692.lda,27451,413041.82,5281025.155,307.503998
693,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000693.lda,15783,412964.828,5281045.993,335.449005
694,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000694.lda,20184,413013.57,5281057.913,317.196991
695,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000695.lda,22237,413051.132,5281062.837,298.615997
696,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000696.lda,5330,412970.714,5280791.911,232.720993
697,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000697.lda,22304,412969.026,5280824.468,248.442993
698,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000698.lda,26353,413091.941,5280827.264,240.591995
699,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000699.lda,25162,412971.189,5280834.44,253.904999
700,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000700.lda,5571,412947.8,5280846.944,243.485992
701,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000701.lda,45538,413099.362,5280847.336,247.054993
702,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000702.lda,21808,413126.085,5280857.149,233.686996
703,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000703.lda,92649,413042.285,5280857.085,272.450989
704,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000704.lda,4005,412946.899,5280865.299,250.636002
705,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000705.lda,62562,412964.337,5280871.279,266.645996
706,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000706.lda,34937,413067.851,5280884.131,271.02301
707,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000707.lda,84253,413080.091,5280886.556,266.984985
708,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000708.lda,32194,413131.961,5280902.938,242.709
709,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000709.lda,111310,413018.188,5280904.238,291.454987
710,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000710.lda,11182,413198.097,5280906.426,208.751007
711,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000711.lda,23792,413039.593,5280911.747,283.131012
712,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000712.lda,39312,413113.907,5280923.873,260.367004
713,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000713.lda,50069,413136.039,5280923.361,243.776001
714,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000714.lda,27067,413145.792,5280925.255,239.242996
715,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000715.lda,14211,413143.091,5280933.361,243.889008
716,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000716.lda,18778,413063.598,5280935.488,274.920013
717,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000717.lda,27943,413149.157,5280942.101,240.981003
718,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000718.lda,1429,413175.722,5280950.631,221.528
719,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000719.lda,25727,412946.216,5280951.395,288.863007
720,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000720.lda,53697,413035.421,5280954.628,296.789001
721,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000721.lda,36454,413018.406,5280968.825,307.660004
722,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000722.lda,40678,413044.645,5280974.375,292.394989
723,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000723.lda,44396,412955.989,5280975.984,304.614014
724,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000724.lda,54828,412994.484,5280988.991,320.82901
725,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000725.lda,30997,413090.981,5280991.108,278.247009
726,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000726.lda,31891,413021.128,5280994.367,311.076996
727,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000727.lda,88047,412972.681,5281007.723,331.959015
728,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000728.lda,32109,413086.78,5281012.272,279.092987
729,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000729.lda,10693,413118.275,5281014.124,256.946991
730,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000730.lda,62884,413030.423,5281018.972,316.075989
731,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000731.lda,99696,413033.983,5281022.151,313.631012
732,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000732.lda,28769,413073.044,5281031.897,281.764008
733,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000733.lda,29152,413004.788,5281040.647,327.183014
734,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000734.lda,24291,412970.162,5281048.5,335.712006
735,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000735.lda,11457,413072.14,5281056.273,287.042999
736,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000736.lda,9498,413029.879,5280764.954,225.106003
737,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000737.lda,26175,413030.365,5280795.19,242.748993
738,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000738.lda,8609,412969.638,5280800.521,236.865997
739,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000739.lda,9152,412975.019,5280801.365,239.173004
740,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000740.lda,35268,413038.643,5280802.86,246.716995
741,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000741.lda,63023,412986.269,5280830.88,258.808014
742,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000742.lda,63679,413071.413,5280834.842,254.516998
743,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000743.lda,79450,413063.337,5280835.586,258.591003
744,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000744.lda,24645,412964.325,5280841.7,252.912994
745,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000745.lda,36160,413107.838,5280842.054,240.350006
746,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000746.lda,36454,413079.026,5280844.764,257.29599
747,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000747.lda,34716,413111.036,5280850.207,242.281006
748,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000748.lda,96830,413009.628,5280851.472,271.899994
749,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000749.lda,59452,413091.358,5280859.258,256.855988
750,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000750.lda,76212,412992.256,5280861.764,272.869995
751,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000751.lda,55511,412979.347,5280873.393,273.450012
752,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000752.lda,29144,413110.929,5280877.515,244.847
753,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000753.lda,86138,413040.796,5280879.375,276.406006
754,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000754.lda,85952,413004.704,5280881.555,283.445007
755,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000755.lda,71006,413004.327,5280891.139,286.949005
756,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000756.lda,21678,413085.251,5280896.931,261.981995
757,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000757.lda,157,412918.281,5280901.444,266.290009
758,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000758.lda,46344,413077.506,5280904.858,267.927002
759,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000759.lda,74731,413087.404,5280908.402,259.799988
760,E:\T3_DroneLidar\Ba\Plot37\Processing\Trees\TAOpts\trees_Clip_0000760.lda,21482,413145.001,5280910.81,232.078995
